Codigo;Codigo de Barra;Descripcion;Rubro;Alicuota;Precio;Precio Oferta
912;7791337372009;CASANCREM LIGHT X 290                            ;CARNICERIA                             ;21;4259.9;0
914;7790150556726;MOLINILLO pimienta                               ;CARNICERIA                             ;21;1500;0
915;4;OREGANO SUELTO X kg                              ;CARNICERIA                             ;21;18300;0
916;7793940690006;MOZZARELLA FETEADA L S                           ;CARNICERIA                             ;21;81.5;0
917;7791664000330;TAPAS EMPANADAS L ITALIANA HORNO                 ;CARNICERIA                             ;21;1210;0
918;7795293101116;TAPAS EMPANADAS YEYO                             ;CARNICERIA                             ;21;540;0
919;7790079000904;MORTADELA FLIAR PALADINI x 500                   ;CARNICERIA                             ;21;5300;0
920;7792281410243;JUEGO DE CUBIERTOS X 24 CUBIERTERA               ;CARNICERIA                             ;21;3500;0
921;7790895641213;AQUARIUS X 500 NJA                               ;CARNICERIA                             ;21;41;0
922;7790895003868;agua min nestle x 500                            ;CARNICERIA                             ;21;180;0
923;7795293101314;PASCUALINA DON  YEYO                             ;CARNICERIA                             ;21;1089;0
924;7795293104100;ÒOQUIS X 500 D YEYO                              ;CARNICERIA                             ;21;19.5;0
925;7795293102120;FIDEOS DON YEYO frescos                          ;CARNICERIA                             ;21;49;0
926;7798056680514;RAVIOLES tapa mania x 500                        ;CARNICERIA                             ;21;400;0
927;7795293108108;TORTELETIS D YEYO X500 CARNE JAMON               ;CARNICERIA                             ;21;68;0
928;7798241930257;RAVIOLES el manolito X 1K                        ;CARNICERIA                             ;21;142;0
929;7791664000163;FIDEOS FRESCOS LA ITALIANA                       ;CARNICERIA                             ;21;910;0
930;7792798007547;QUILMES 340 retor                                ;CARNICERIA                             ;21;44.5;0
931;7792798010059;STELLA ARTOIS x 330 bot sin alc                  ;CARNICERIA                             ;21;479;0
932;7798031651553;CHIZITOS SAN SALVADOR x80g                       ;CARNICERIA                             ;21;860;0
933;7791708001248;PAN HAMB VENEZIANA                               ;CARNICERIA                             ;21;1260;0
934;7791708001491;PAN LACTEADO VENEZIANA                           ;CARNICERIA                             ;21;1880;0
935;7798031651355;PALITOS SALADOS SAN SALV x 180                   ;CARNICERIA                             ;21;335;0
936;7798031652109;MANI san salvador x 200 PELADOS                  ;CARNICERIA                             ;21;2540;0
937;7791708001521;PAN INTEGRAL VENEZIANA x360                      ;CARNICERIA                             ;21;2090;0
938;7791708610815;PIONONO  VENEZIANA                               ;CARNICERIA                             ;21;2110;0
939;7791708001378;PAN PANCHOS VENEZIANA                            ;CARNICERIA                             ;21;1260;0
940;7798151953346;MANI KING tos salado X 350                       ;CARNICERIA                             ;21;3950;0
941;7790080040296;FLAN CASERO SANCOR X 2                           ;CARNICERIA                             ;21;1050;0
942;7790080062069;YOGS FRUTADO ENTERO FRUTILLA                     ;CARNICERIA                             ;21;1390;0
943;7790080065305;YOGS LIGHT FRUTADO FRUT SANCOR                   ;CARNICERIA                             ;21;700;0
944;7790080037371;CHOCOLATADA SANCOR X 200ML                       ;CARNICERIA                             ;21;1040;0
945;7791293341750;MICOI JABON LIQ X 10 LTS                         ;CARNICERIA                             ;21;750;0
946;7790150696705;TE HIERBAS MENTOLADAS                            ;CARNICERIA                             ;21;1500;0
947;7790150080603;TE MANZANILLA L.V                                ;CARNICERIA                             ;21;1399;0
948;7790127000306;ACEITUNAS NEGRAS DP X300 rioj                    ;CARNICERIA                             ;21;279;0
949;7790127000320;ACEITUNAS DESC. DP X300                          ;CARNICERIA                             ;21;230;0
950;7798116166439;SALSA VANOLI criolla                             ;CARNICERIA                             ;21;2160;0
951;7798116163025;SALSA CHICMUCHURRI                               ;CARNICERIA                             ;21;570;0
952;7790127001044;SALSA CHICMUCHURRI VANOLI X 190                  ;CARNICERIA                             ;21;24.5;0
956;7791843000052;VIÒAS DE BALBO X 1.25L                           ;CARNICERIA                             ;21;2800;0
957;7793704000225;YERBA PLAYADIDTO X 1K                            ;CARNICERIA                             ;21;4570;0
958;7793890022711;PAN HAMBURG FARGO                                ;CARNICERIA                             ;21;2000;0
959;7793890022728;PAN PANCHO FARGO                                 ;CARNICERIA                             ;21;2480;0
960;7792798002047;brahamita x269                                   ;CARNICERIA                             ;21;90;0
961;7793890019124;PAN ALL NATURAL FARGO                            ;CARNICERIA                             ;21;33.9;0
962;7793890013191;PAN LACTAL FARGO                                 ;CARNICERIA                             ;21;799;0
963;963;AN                                               ;CARNICERIA                             ;21;232;0
964;7793360002007;MAGNUN c/u                                       ;CARNICERIA                             ;21;2650;0
965;7794000595910;KNORR SAZON POLLO                                ;CARNICERIA                             ;21;115;0
966;7793225001343;MERENGUES GAONA X 150                            ;CARNICERIA                             ;21;1810;0
967;7791293016566;DESOD AXE ANARCHY                                ;CARNICERIA                             ;21;3020;0
968;7794000791572;JUGO ADES TROPICAL                               ;CARNICERIA                             ;21;10.4;0
969;7792180010889;MEZCLA ÒOQUIS ESPINACA X 500                     ;CARNICERIA                             ;21;24.5;0
970;7791290785359;CIF VIDRIO DP X 450                              ;CARNICERIA                             ;21;1360;0
971;7500435203975;VENUS INTIMA X2                                  ;CARNICERIA                             ;21;3630;0
972;7791708001200;PIONONO DULCE L VENEZ                            ;CARNICERIA                             ;21;290;0
973;7791664000033;PASCUALINA LA ITALIANA                           ;CARNICERIA                             ;21;1720;0
974;7792798011919;QUILMES CRISTAL X 1l                             ;CARNICERIA                             ;21;2370;0
975;7793147000899;HEINEKEN X 1 Lts                                 ;CARNICERIA                             ;21;4400;0
976;7792798012916;QUILMES BOCK-STOUT X 1l                          ;CARNICERIA                             ;21;1400;0
977;7792798006199;STELLA ARTOIS X 1 Lts                            ;CARNICERIA                             ;21;4470;0
978;7795742011201;BRAHAMA X970                                     ;CARNICERIA                             ;21;3590;0
979;7798164608479;MORTADELA casona                                 ;CARNICERIA                             ;21;7990;0
980;980;HUEVOS XXX                                       ;CARNICERIA                             ;21;0;0
981;7790070410085;VITINA X 500LUCCHETTI                            ;CARNICERIA                             ;21;3290;0
982;7794000596177;CALDO knorr VERD X 6                             ;CARNICERIA                             ;21;1170;0
983;7790150079607;TE TILO X 25 LA VIRG                             ;CARNICERIA                             ;21;2379;0
984;7790150830819;CHOCOLINO X 360G                                 ;CARNICERIA                             ;21;2860;0
985;985;PU                                               ;CARNICERIA                             ;21;520;0
986;7791118002224;EL POCILLO X 170                                 ;CARNICERIA                             ;21;2370;0
987;chupetines;CHUPETINES                                       ;CARNICERIA                             ;21;20;0
988;7790070506542;harina blanca FLOR leud                          ;CARNICERIA                             ;10.5;1479;0
989;7790520155450;RAID X 24 past                                   ;CARNICERIA                             ;21;2500;0
990;7792799578794;AGUA min NESTLE X 6L                             ;CARNICERIA                             ;21;770;0
991;7793360000485;PURE TOMATE La Campagnola                        ;CARNICERIA                             ;21;1060;0
992;7794068000012;VINO CROTTA X 5 TINTO                            ;CARNICERIA                             ;21;9180;0
993;7792180004987;FIDEO SAN AGUST                                  ;CARNICERIA                             ;21;1350;0
994;7790742186300;LECHE SACHET la martona                          ;CARNICERIA                             ;21;1200;0
995;7792389001886;PASTILLAS X5 x 10                                ;CARNICERIA                             ;21;1650;0
996;77905321;FIDEO DON FELIPE TALL                            ;CARNICERIA                             ;21;2060.1;0
997;7622300724320;FIDEO terrabusi FETTUCCINE                       ;CARNICERIA                             ;21;1400;0
998;7790630001432;COLGATE X 70G                                    ;CARNICERIA                             ;21;2200;0
999;7796613012266;ATUN M&K                                         ;CARNICERIA                             ;21;155;0
1000;7793360005169;ATUN AL NAT X 300 LA CAMPAG                      ;CARNICERIA                             ;21;8179;0
1001;7798321152258;YOGS sahet X 1L ENTERO  FR                       ;CARNICERIA                             ;21;1989;0
1002;7791293031156;SEDAL X 650                                      ;CARNICERIA                             ;21;470;0
1003;7506195125540;MAGISTRAL X 600 ALOE                             ;CARNICERIA                             ;21;2100;0
1004;7792710000021;YERBA AMANDA X 500                               ;CARNICERIA                             ;21;2580;0
1005;7795323773948;LECHE vital x 1k 0a 6 meses                      ;CARNICERIA                             ;21;1420;0
1006;8004200128900;GUANTES MAPA 8.5/9.                              ;CARNICERIA                             ;21;4500;0
1007;7791787100320;FROLITA X 1KG TRIO                               ;CARNICERIA                             ;21;3220;0
1008;4974679090490573;ANCHOAS EN SAL X500                              ;CARNICERIA                             ;21;1700;0
1009;7795345000442;SANDWICH DE MIGA                                 ;CARNICERIA                             ;21;2500.1;0
1010;7795497000154;TAPAS EMPANADAS LA PUNTANITA HORNO               ;CARNICERIA                             ;21;1160;0
1011;401;POLLO para emparedados                           ;CARNICERIA                             ;21;5950;0
1012;7795497000208;PASCUALINA LA PUNTANITA                          ;CARNICERIA                             ;21;1680;0
1013;1013;SALMON ROSADO                                    ;CARNICERIA                             ;21;39900;0
1014;7796989007965;PIONONO BIMBO                                    ;CARNICERIA                             ;21;91;0
1015;7793284000080;PAN MIGA                                         ;CARNICERIA                             ;21;1900;0
1016;217;SALCHICHON PRIM PALADINI                         ;CARNICERIA                             ;21;10900;0
1017;303;PIZZA gourmet                                    ;CARNICERIA                             ;21;35.9;0
1018;7798151952745;MANI KING tost Sin/S x 500                       ;CARNICERIA                             ;21;4950;0
1019;7798156553206;QUITAESM CORRECTOR                               ;CARNICERIA                             ;21;180;0
1020;7622300724245;FIDEO terrabusi  azul                            ;CARNICERIA                             ;21;1420;0
1021;076625200309;FOCO led amarillo                                ;CARNICERIA                             ;21;3900;0
1022;7790310005606;LAYS X 75                                        ;CARNICERIA                             ;21;2479.9;0
1023;7792710002063;yerba amanda LIMON X500                          ;CARNICERIA                             ;21;2200;0
1024;7791337231023;YOGURISIMO GRAN COMP X 1L SACH                   ;CARNICERIA                             ;21;1950;0
1025;7795907000385;FIDEO LUCCHETTI                                  ;CARNICERIA                             ;21;2080;0
1026;7792110000010;ESPONJA DORADA PATITO                            ;CARNICERIA                             ;21;36;0
1027;4026700403442;UHU                                              ;CARNICERIA                             ;21;370;0
1028;226;PALETA cocida                                    ;CARNICERIA                             ;21;7360;0
1029;7793940109003;LECHE SACHET la serenis DESCR                    ;CARNICERIA                             ;21;1775;0
1030;7791337423992;YOGURISIMO sach ent x 1.100 la ser               ;CARNICERIA                             ;21;4989.8;0
1031;7793015110002;REPUESTO TERMO LUMiLAGRO                         ;CARNICERIA                             ;21;7750;0
1032;7790150211502;TE SAQ X 100 L.VIRG                              ;CARNICERIA                             ;21;3350;0
1033;7791337613027;YOGURISIMO C/CEREAL L. SEREN                     ;CARNICERIA                             ;21;2160;0
1034;3034;PIZZA X 2 don art                                ;CARNICERIA                             ;21;12.6;0
1035;7790080062137;YOGURISIMO sach  ent X 1                         ;CARNICERIA                             ;21;4990;0
1036;78605831;TIC-TAC FRUT                                     ;CARNICERIA                             ;21;31.5;0
1037;7790080066043;YOGS FIRME FRUTILLA x190                         ;CARNICERIA                             ;21;1180;0
1038;7790080062120;YOGS beb SANCOR x 190                            ;                                       ;21;245;0
1039;7791337003125;yogurisimo GRIEGO                                ;CARNICERIA                             ;21;2050;0
1040;7793940198007;CHOCOLATADA CINDOR L S X 200                     ;CARNICERIA                             ;21;2020;0
1041;7793940102882;YOGURISIMO SER FRUTADO FRUTILLA                  ;CARNICERIA                             ;21;3139;0
1042;7791337166851;VIDACOL X 4 MULTIFRUTA                           ;CARNICERIA                             ;21;440;0
1043;7791337094017;DANONINO X x 100 beb                             ;CARNICERIA                             ;21;1830;0
1044;7791337304017;POSTRE SERENITO ROCKLETS                         ;CARNICERIA                             ;21;3665;0
1045;7790742661067;YOGURISIMO sach x 900 lactea                     ;CARNICERIA                             ;21;4270;0
1046;7791337115811;FLAN SER VAINILLA X2                             ;CARNICERIA                             ;21;185;0
1047;7793940212000;CHEDDAR FETEADO LA SER                           ;CARNICERIA                             ;21;3890;0
1048;7793940104022;YOGURISIMO SER FIRME x 190                       ;CARNICERIA                             ;21;2280;0
1049;7793522000513;TARTELETAS c/u                                   ;CARNICERIA                             ;21;560;0
1050;7790071070103;TOSTADAS RIERA                                   ;CARNICERIA                             ;21;280;0
1051;7798005437138;PELAPAPAS                                        ;CARNICERIA                             ;21;5170;0
1052;7792281013031;SET DE EMBUDOS X2                                ;CARNICERIA                             ;21;490;0
1053;1053;AN                                               ;CARNICERIA                             ;21;369;0
1054;7798126071129;PEPAS BATATA X300                                ;CARNICERIA                             ;21;1600;0
1055;7790129100127;ENCENDEDOR                                       ;CARNICERIA                             ;21;1000;0
1056;7790080037180;LECHE SANCOR LARG VIDA DESCR                     ;CARNICERIA                             ;21;2080;0
1057;7790127000160;AJIES VANOLI X330                                ;CARNICERIA                             ;21;91;0
1058;7790590000407;FOSTOROS FRAG X 10 CJ                            ;CARNICERIA                             ;21;9.3;0
1059;7790150260609;YERBA SAQ X 25 LITORAL s/s                       ;CARNICERIA                             ;21;1220;0
1060;7790900011208;PALILLOS                                         ;CARNICERIA                             ;21;990;0
1061;7798073420049;CONITO dulce leche                               ;CARNICERIA                             ;21;70;0
1062;7790895641237;AQUARIUS NJA X 1,5L                              ;CARNICERIA                             ;21;2240;0
1063;7790315058201;AGUA VILLAVIC. SPORT X 750                       ;CARNICERIA                             ;21;1400;0
1064;7790150045053;COND PIZZA alicantex25                           ;CARNICERIA                             ;21;1115;0
1065;7791787100597;PEPAS TRIO X 1K                                  ;CARNICERIA                             ;21;3220;0
1066;7791843002124;LOS HARODOS ROBLE                                ;CARNICERIA                             ;21;29.9;0
1067;454545;GAS X 45 K                                       ;CARNICERIA                             ;10.5;53350;0
1068;7791130000840;HARPIC  BLOQUE MOCHILA X1                        ;CARNICERIA                             ;21;1950;0
1069;bolsas residuo;BOLSA consorcio 90X120 negra                     ;CARNICERIA                             ;21;125;0
1070;7793100120053;KOLINOS X 70                                     ;CARNICERIA                             ;21;2160;0
1071;4405;QUESO PATEG la paul                              ;CARNICERIA                             ;21;15850;0
1072;1072;DIATOMAX hormigas x 250                          ;CARNICERIA                             ;21;1150;0
1073;4008321702586;FOCO ESPIRAL OSRAM 23W                           ;CARNICERIA                             ;21;412;0
1074;7790088001022;PURE TOMATES X 260G                              ;CARNICERIA                             ;21;23.7;0
1075;7791293043562;SEDAL X 340                                      ;CARNICERIA                             ;21;2175;0
1076;7501009222729;PRESTOBARBA azul                                 ;CARNICERIA                             ;21;2300;0
1077;7790580687502;GELATINA LIGHT GODET MANZANA                     ;CARNICERIA                             ;21;243;0
1078;7791337231016;YOGURISIMO sach SER X 1L la serenis              ;CARNICERIA                             ;21;4100;0
1079;7795194005049;BICARBONATO ITAL                                 ;CARNICERIA                             ;21;450;0
1080;7500435185219;MACH 3 RTO X4 UN                                 ;CARNICERIA                             ;21;12340;0
1081;1081;XX                                               ;CARNICERIA                             ;21;2829.9;0
1082;7793015100508;TERMO LUMILAGRO VERDE                            ;CARNICERIA                             ;21;7750;0
1083;7792799000073;AGUA ECO X 1.5 GASIFICADA                        ;CARNICERIA                             ;21;1950;0
1084;7793344009305;roli elegante 300 pÒ x 3                         ;CARNICERIA                             ;21;275;0
1085;7790220000531;AZUCAR FRONT                                     ;CARNICERIA                             ;21;1999;0
1086;039800011398;ENERGIZER D2 MAX gd                              ;CARNICERIA                             ;21;5340;0
1087;039800011367;ENERGIZER C2 med                                 ;CARNICERIA                             ;21;3750;0
1088;039800011329;ENERGIZER AA                                     ;CARNICERIA                             ;21;1300;0
1089;039800099099;ENERGIZER AAA                                    ;CARNICERIA                             ;21;1300;0
1090;7790150211458;TE SAQ LV X 50U                                  ;CARNICERIA                             ;21;1610;0
1091;7798024450125;TRAPO PISO BLANCO 62X48 Mr TRAPO                 ;CARNICERIA                             ;21;700;0
1092;7798113301529;SIFON MANAOS                                     ;CARNICERIA                             ;21;1590;0
1093;cigarrillos;efectivo                                         ;CARNICERIA                             ;21;110;0
1094;7791290786844;GRAMBY LIQ X3LT DP                               ;CARNICERIA                             ;21;7190;0
1095;7790748235231;SARDINAS PUGLISI                                 ;CARNICERIA                             ;21;2470;0
1096;7796504000037;VINAGRE ALCOHOL X 500 halc                       ;CARNICERIA                             ;21;55.9;0
1097;7793253373054;VIRULANA X 10 mortimer                           ;CARNICERIA                             ;21;1650;0
1098;1098;GAS X 10                                         ;CARNICERIA                             ;10.5;12100;0
1099;7790150695678;CALDO p/SAB ALBAHACA                             ;CARNICERIA                             ;21;300;0
1100;7790480008254;TE GREEN GILLS x 25                              ;CARNICERIA                             ;21;1299;0
1101;7794000791732;ADES NATURAL X 1L                                ;CARNICERIA                             ;21;190;0
1102;7794000791480;ADES DURAZNO X 1L                                ;CARNICERIA                             ;21;199;0
1103;7798090852656;RUCA MALBEC                                      ;CARNICERIA                             ;21;6140;0
1104;0005721;ARROZ INFLADO X100                               ;CARNICERIA                             ;21;640;0
1105;7791290785342;CIF VIDRIO DP X 900                              ;CARNICERIA                             ;21;1100;0
1106;742832823807;MALEANTE malbec                                  ;CARNICERIA                             ;21;960;0
1107;4793713386160;ESPONJA PLATEADA MORTIMER                        ;CARNICERIA                             ;21;100;0
1108;7791254068573;ESENCIA VAINILLA x100                            ;CARNICERIA                             ;21;1425;0
1109;7790070506535;HARINA LEUD FAVOR                                ;CARNICERIA                             ;10.5;56.5;0
1110;40888;QUESO BARRA l.p                                  ;CARNICERIA                             ;21;10930.5;0
1111;7790310985830;CONO 3D X 88G megat-                             ;CARNICERIA                             ;21;2190.1;0
1112;7794910056556;FIDEO CANALE TIRABUZZON                          ;CARNICERIA                             ;21;48;0
1113;7792360070399;CHOCOLATE en ramax 180                           ;CARNICERIA                             ;21;9250;0
1114;7794058000169;FILET MERLUZA ARTICO X 750                       ;CARNICERIA                             ;21;48.95;0
1115;7790895000997;coca cola- X 2,25L                               ;CARNICERIA                             ;21;3950;0
1116;hojas gilette;HOJAS GILLETTE X 5                               ;CARNICERIA                             ;21;25;0
1117;7790272007328;ACEITE NATURA OLIVA ex v X 500                   ;CARNICERIA                             ;21;475;0
1118;1118;ACTIMEL O%                                       ;CARNICERIA                             ;21;1915;0
1119;7795933205105;COCTEL BAHIA                                     ;CARNICERIA                             ;21;2660;0
1120;7795933203262;PULPA BAHIA X 800 BOT fr                         ;CARNICERIA                             ;21;3450;0
1121;7790010616829;PROTECTOR CAREFREE X 20                          ;CARNICERIA                             ;21;35;0
1122;7793253060121;POETT REFRESH AP-LAVAN                           ;CARNICERIA                             ;21;46.5;0
1123;7798039850026;YERBA ANDRESITO X 500                            ;CARNICERIA                             ;21;200;0
1124;7790580432102;HUEVOS X 20U                                     ;CARNICERIA                             ;21;23.5;0
1125;7790272005553;ACEITE sojola x 900                              ;CARNICERIA                             ;21;210;0
1126;7796435005996;JUGO arandanos x 500                             ;CARNICERIA                             ;21;1360;0
1127;7794000596085;CALDO kr X 12 VERD                               ;CARNICERIA                             ;21;1800;0
1128;7792900009230;PROVENZAL DOS ANCLAS                             ;CARNICERIA                             ;21;310;0
1129;77958839;CONEJO BON O BON                                 ;CARNICERIA                             ;21;5.4;0
1130;marroc light;MARROC                                           ;CARNICERIA                             ;21;69;0
1131;7790580132736;BARRA CEREAL simple                              ;CARNICERIA                             ;21;231;0
1132;7790150695159;CAPPUCCINO La Virg DP x 125g                     ;CARNICERIA                             ;21;2770;0
1133;7791828007816;ROLI X 3 SUAP X120                               ;CARNICERIA                             ;21;1460;0
1134;7798045080035;REJILLA DOBLE                                    ;CARNICERIA                             ;21;920;0
1135;7790150260661;YERBA SAQ X 50 LITORAL SIN SOBR                  ;CARNICERIA                             ;21;2079;0
1136;7622300724269;FIDEO TERRABUSI most                             ;CARNICERIA                             ;21;1499.9;0
1137;7790139003289;VINAGRE VINO X 250G                              ;CARNICERIA                             ;21;1400;0
1138;7790425001692;BIECKERT                                         ;CARNICERIA                             ;21;15.95;0
1139;7792281010207;BALANZA DE COCINA                                ;CARNICERIA                             ;21;1690;0
1140;7795293102205;FIDEO FRESCO Don yeyo                            ;CARNICERIA                             ;21;49;0
1141;7790431000252;PIONONO FARGO                                    ;CARNICERIA                             ;21;23.7;0
1142;7790813110401; LEVADURA X 50G CALSA                            ;CARNICERIA                             ;21;580;0
1143;7792798007325;QUILMES X 500 BOCA ANCHA                         ;CARNICERIA                             ;21;76.5;0
1144;77949080;COFLER X 30G leche                               ;CARNICERIA                             ;21;1100;0
1145;7793253099978;LAVAND AYUDIN X 2 L                              ;CARNICERIA                             ;21;2440;0
1146;7790250056775;roli SUSEX CLASICO X 3 50p                       ;CARNICERIA                             ;21;2535;0
1147;7790250022657;ROLLO ELITE DISE—O COCINA X3                     ;CARNICERIA                             ;21;320;0
1148;7791019172101;ARITOS AVENA MIEL X 180 3ARR                     ;PANADERIA                              ;21;110;0
1149;7790770003129;PROTEC DIARIOS NOSOTRAS X 15                     ;CARNICERIA                             ;21;1320;0
1150;7790770000067;PROTECTOR CALIPSO X 50                           ;CARNICERIA                             ;21;112;0
1151;7796989004292;PAN OROWEAT CEREALES                             ;CARNICERIA                             ;21;5570;0
1152;7796989009983;PAN OROWEAT SEMILLAS                             ;CARNICERIA                             ;21;5570;0
1153;7791787000248;FROLINI BATATA X 500                             ;CARNICERIA                             ;21;770;0
1154;7795497000345;RAVIOLES FRESCOS L PUNTANITA X 500               ;CARNICERIA                             ;21;215;0
1155;7795497000277;RAVIOLES FRESCOS L PUNTANITA X 1K                ;CARNICERIA                             ;21;310;0
1156;7790927811096;REJILLA MED NJA LIVIANA                          ;CARNICERIA                             ;21;720;0
1157;7798059381203;CABO MADERA                                      ;CARNICERIA                             ;21;1200;0
1158;7790670002390;espinaca congelada x500                          ;CARNICERIA                             ;21;2600;0
1159;7791078022737;aritos frutales granix                           ;CARNICERIA                             ;21;369;0
1160;7790045823100;GRANIX ses/li/cer                                ;CARNICERIA                             ;21;299;0
1161;7622300335090;MINI RODESIA x60g                                ;CARNICERIA                             ;21;1700;0
1162;7790150440346;CEBOLLA DESHID  alicante x50                     ;CARNICERIA                             ;21;1730;0
1163;7791274087134;colonia ALGABO inglesa                           ;CARNICERIA                             ;21;650;0
1164;7790580138370;BOMBONES surtido especial x300g                  ;CARNICERIA                             ;21;4500;0
1165;084773601275;SURTIDO DE MARISCOS  X 425.                      ;CARNICERIA                             ;21;104;0
1166;7790990990025;ZORRO X 800 LIQ DP                               ;CARNICERIA                             ;21;2080;0
1167;7791416065655;raza perros x 1.5k                               ;CARNICERIA                             ;21;185;0
1168;8705108001301;RAZA GATOS X 500                                 ;CARNICERIA                             ;21;540;0
1169;7790580113483;HELADO GELATO AGUILA X450CC                      ;CARNICERIA                             ;21;5440;0
1170;7798039504028;ACEITE OLIVA SAIZ X 500                          ;CARNICERIA                             ;21;10500;0
1171;7790580470906;CARAMELOS GAJITOSx140                            ;CARNICERIA                             ;21;1700;0
1172;7798137050304;CANTUCCINI c-almendras                           ;                                       ;21;3440;0
1173;7790040118652;SER SNACKS X40 GR                                ;CARNICERIA                             ;21;55.9;0
1174;7791293689104;DESOD PATRICHS AIR                               ;CARNICERIA                             ;21;2350;0
1175;7790206008407;BAN                                              ;CARNICERIA                             ;21;150;0
1176;7794000596092;CALDO knr X 12                                   ;CARNICERIA                             ;21;1800;0
1177;7791520003154;JABON GLICERINA LAV VERITAS                      ;CARNICERIA                             ;21;66;0
1178;7790520984357;BLEM AEROSOL nja                                 ;CARNICERIA                             ;21;4420;0
1179;7792180000804;HARINA PUREZA MEZCLA PIZZAS                      ;CARNICERIA                             ;21;40.45;0
1180;7791293008141;DESOD DOVE AEROS ORIG                            ;CARNICERIA                             ;21;4370;0
1181;7791290004566;DETER CIF X 300 MANZ                             ;CARNICERIA                             ;21;1400;0
1182;7791664000057;PANZOTTIS x 700 l.i                              ;CARNICERIA                             ;21;2880.1;0
1183;7790150695654;CALDO p.saborizar ALICANTE                       ;CARNICERIA                             ;21;300;0
1184;7793890000276;PAN BIMBO integral                               ;CARNICERIA                             ;21;900;0
1185;7790080040135;mendicrim x 300 ORIG                             ;CARNICERIA                             ;21;2730;0
1186;7790895003875;agua mineral bon agua x 1.5                      ;CARNICERIA                             ;21;1625;0
1187;7791843002131;LOS HAROLDOS malbec roble 2011                   ;CARNICERIA                             ;21;42.5;0
1188;7793360982309;ARVEJAS LA CAMPAGNOLA remojadas                  ;CARNICERIA                             ;21;1100;0
1189;7790580983307;JARDINERA ARCOR                                  ;CARNICERIA                             ;21;1330;0
1190;7790580980801;CHOCLO CREMOSO ARCOR                             ;CARNICERIA                             ;21;1315;0
1191;7792290278094;ARVEJA  nat montenervi                           ;CARNICERIA                             ;21;690;0
1192;7790040454804;TENTACIONES FRUT ROJOS                           ;CARNICERIA                             ;21;61;0
1193;7790580660000;PRESTO PRONTA X 500                              ;CARNICERIA                             ;21;1679;0
1194;7790670002383;CHAUCHA CONG X 300.sadia                         ;CARNICERIA                             ;21;2810;0
1195;7791130015219;VANISH WHITE DP X 400                            ;CARNICERIA                             ;21;6740;0
1196;7790900015671;AIRE matic  RTO UNIVARSAL VERDE                  ;CARNICERIA                             ;21;59.9;0
1197;7798122367776;SECA  esmalte                                    ;CARNICERIA                             ;21;380;0
1198;plumero techo;PLUMERO PLASTICO TECHO                           ;CARNICERIA                             ;21;19.1;0
1199;7792459001778;CABO METALICO EXTENSIBLE X2MT                    ;CARNICERIA                             ;21;1400;0
1200;7790345104008;ESCOBA PLASTICA RINCONERA                        ;CARNICERIA                             ;21;38.3;0
1201;7798143242168;ESCOBILLON MAPUCHE                               ;CARNICERIA                             ;21;4750;0
1202;7790520987426;glade toq rto brisa                              ;CARNICERIA                             ;21;144;0
1203;7791625004568;esponjas baÒo red                                ;CARNICERIA                             ;21;14.9;0
1204;7790520552006;MR MUSCULO antigr gat                            ;CARNICERIA                             ;21;30;0
1205;7790580132613;CHOC ARCOR ED ESPECIAL X105                      ;CARNICERIA                             ;21;245;0
1206;7622300800284;MILKA LEGER X45G COMBINADO                       ;CARNICERIA                             ;21;160;0
1207;8004200128702;GUANTE MAPA                                      ;CARNICERIA                             ;21;4500;0
1208;7794910056570;FIDEO CANALE MUNICION                            ;CARNICERIA                             ;21;48;0
1209;7795991000575;TKT perf DP x 250                                ;CARNICERIA                             ;21;150;0
1210;7790150010495;cafe INST fco LA VIRG SUAVE X 170                ;CARNICERIA                             ;21;4600;0
1211;7790150110157;CAFE KALMA fco x 100                             ;CARNICERIA                             ;21;420;0
1212;7798164602989;SALCHICHA GRANJA iris x6                         ;CARNICERIA                             ;21;2070;0
1213;7793360005084;ATUN AL NAT X 170LA CAMPAG                       ;CARNICERIA                             ;21;5230;0
1214;1214;c                                                ;CARNICERIA                             ;21;8.6;0
1215;7790310000649;doritos x 90 g                                   ;CARNICERIA                             ;21;2650;0
1216;1216;C                                                ;CARNICERIA                             ;21;65;0
1217;1217;C                                                ;CARNICERIA                             ;21;52;0
1218;7790310920756;PALITO SALADO C/C X 180                          ;CARNICERIA                             ;21;290;0
1219;7791560091869;TIA MARIA CREAM                                  ;CARNICERIA                             ;21;6500;0
1220;4058075498341;foco led osram x14w                              ;CARNICERIA                             ;21;390;0
1221;7798107419803;CRIA DE COSECHAS X 1.125                         ;CARNICERIA                             ;21;22.9;0
1222;7794450001085;LOS QUIROGAS X 1.125                             ;CARNICERIA                             ;21;38.9;0
1223;7790127000825;SALSA HONGOS VANOLI.                             ;CARNICERIA                             ;21;16.9;0
1224;7798143960468;PEPINILLOS VANOLI FCO                            ;CARNICERIA                             ;21;65.9;0
1225;101;CHORIZOS                                         ;CARNICERIA                             ;21;4800;0
1226;7790670050728;PATY X 2                                         ;CARNICERIA                             ;21;1660;0
1227;7798060200012;GRISINES serranos x200                           ;CARNICERIA                             ;21;1610;0
1228;7792180001641;ACEITE GIRASOL CA—UELAS X900                     ;CARNICERIA                             ;21;1850;0
1229;7790580567903;TOMATE NAT ARCOR                                 ;CARNICERIA                             ;21;1450;0
