Codigo;Codigo de Barra;Descripcion;Rubro;Alicuota;Precio;Precio Oferta
3796;7790036006307;MERM NOEL fco                                    ;CARNICERIA                             ;21;760;0
3797;7797470005347;CHOCLO entero MAROLIO                            ;CARNICERIA                             ;21;1380;0
3798;3798;C                                                ;CARNICERIA                             ;21;22.5;0
3799;7794480000027;MANTECA x200 SyS                                 ;CARNICERIA                             ;21;99.9;0
3800;7792129002142;sucaryl x100 past                                ;CARNICERIA                             ;21;43.9;0
3801;7790236000266;RAVIOLES LA SALTE—A X 500                        ;CARNICERIA                             ;21;53;0
3802;7790770602070;TOALLA CALIPSO PLUS SUP ANAT X8                  ;CARNICERIA                             ;21;900;0
3803;7790503198450;arroz 2 HNOS X1K                                 ;CARNICERIA                             ;21;1990;0
3804;7622300989354;MILKA choco PAUSE X45G                           ;CARNICERIA                             ;21;1280;0
3805;7793759320552;SODA sidney x 2.25                               ;CARNICERIA                             ;21;38;0
3806;7791615000112;ACEITE ZANONI X 1.5                              ;CARNICERIA                             ;21;105;0
3807;4005808315093;NIVEA BODY X 250                                 ;CARNICERIA                             ;21;198;0
3808;7790520010124;RAID CUCARACHAS                                  ;CARNICERIA                             ;21;5790;0
3809;7790520000941;RAID POLVO HORMIG. X250G                         ;CARNICERIA                             ;21;46.9;0
3810;7790150160800;CAPPUCCINO LA VIRG X 275G                        ;CARNICERIA                             ;21;5430;0
3811;7790150831267;CHOCOLINO COPOS X 300                            ;CARNICERIA                             ;21;111.4;0
3812;7794297020966;JARRA PL. x 1.75                                 ;CARNICERIA                             ;21;50;0
3813;7798014440501;JARRO ALUM. Nro 10                               ;CARNICERIA                             ;21;6173;0
3814;7790272001050;ACEITE NATURA X 500                              ;CARNICERIA                             ;21;170;0
3815;3815;x                                                ;CARNICERIA                             ;21;169.7;0
3816;7501058637758;CEREAL nestle choc x 230                         ;CARNICERIA                             ;21;680;0
3817;7896004004938;CEREAL ZUCARITAS X150                            ;CARNICERIA                             ;21;1980;0
3818;7790040110748;MTA ROCKLET                                      ;CARNICERIA                             ;21;189;0
3819;7793284000530;pan EL BERLINES multicereal                      ;CARNICERIA                             ;21;42.5;0
3820;7793253169091;AYUDIN ANTIHONGOS GAT X 500                      ;CARNICERIA                             ;21;45.5;0
3821;7794710055469;dulce leche veronica                             ;CARNICERIA                             ;21;69.9;0
3822;7794536089907;magiclik CTO                                     ;CARNICERIA                             ;21;1280;0
3823;7790070936622;ARLISTAN X 160g DP                               ;CARNICERIA                             ;21;200;0
3824;7798125300312;AGUA min cam real x 5                            ;CARNICERIA                             ;21;185;0
3825;7790036001098;BODEGA PRIV. LA LLAVE                            ;CARNICERIA                             ;21;5000;0
3826;7790036973722;EL SUPREMO MB                                    ;CARNICERIA                             ;21;66;0
3827;7794396046799;postre suipachense                               ;CARNICERIA                             ;21;45;0
3828;7798092967679;esponja makegd x 30g                             ;CARNICERIA                             ;21;19;0
3829;7793913000757;yogurt TREGAR sachet x900 vll                    ;CARNICERIA                             ;21;1860;0
3830;7793913000092;crema tregar x 350g                              ;CARNICERIA                             ;21;138;0
3831;7790742102805;RICOTTA x500 serenisima                          ;CARNICERIA                             ;21;3300;0
3832;7790080010756;MANTECA SANCOR UNTABLE                           ;CARNICERIA                             ;21;52;0
3833;7792180005632;mama cocina CHIPA                                ;CARNICERIA                             ;21;34.5;0
3834;7798141970414;fideo la providencia moÒo                        ;CARNICERIA                             ;21;1549;0
3835;7791672000537;fantoche x 125g mini                             ;CARNICERIA                             ;21;22;0
3836;7790150813089;tuy liq x 180ml                                  ;CARNICERIA                             ;21;27.9;0
3837;7792290279039;CHOCLO entero ALCO gran am                       ;CARNICERIA                             ;21;1540;0
3838;7790520012173;OFF CREMA X200 GR                                ;CARNICERIA                             ;21;850;0
3839;7790975001586;chandon x 3lt                                    ;CARNICERIA                             ;21;1500;0
3840;7794080001592;fideo bern. cod                                  ;CARNICERIA                             ;21;9;0
3841;7790070936479;ARLISTAN FCO x 170                               ;CARNICERIA                             ;21;5560;0
3842;7791615000877;VINAGRE ZANONI X 1L                              ;CARNICERIA                             ;21;49;0
3843;7790696000301;DURAZNO lta ABETO                                ;CARNICERIA                             ;21;2300;0
3844;7798350530027;HARINA molcasa 0000                              ;CARNICERIA                             ;10.5;880;0
3845;3845;x                                                ;CARNICERIA                             ;21;170.6;0
3846;7790240541557;FOND DE CAVE                                     ;CARNICERIA                             ;21;208;0
3847;7790770602117;TOALLA CALIPSO noct X 8                          ;CARNICERIA                             ;21;1740;0
3848;7798349010066;JABON OZ X 3LTS                                  ;CARNICERIA                             ;21;1290;0
3849;7791600843038;PERFUME ALMA                                     ;CARNICERIA                             ;21;1550;0
3850;7791828000404;SERVILLETAS BLANCA X 40                          ;CARNICERIA                             ;21;800;0
3851;7790580110734;MOGUL FRUTAL x12                                 ;CARNICERIA                             ;21;440;0
3852;77974648;tofi  x 28g                                      ;CARNICERIA                             ;21;430;0
3853;7793913001839;leche TREGAR DS                                  ;CARNICERIA                             ;21;129;0
3854;7790220000067;HARINA molcasa 000                               ;CARNICERIA                             ;10.5;840;0
3855;3855;CHORIZO COLORADO                                 ;CARNICERIA                             ;21;4800;0
3856;3856;POWER ADE  X 500frut trop                        ;CARNICERIA                             ;21;1350;0
3857;7790314055522;toro bonarda3/4                                  ;CARNICERIA                             ;21;41;0
3858;7794580003065;ARROZ mocovi pte x1                              ;CARNICERIA                             ;21;2830;0
3859;7790070431585;ARROZ gallo integral x1k                         ;CARNICERIA                             ;21;3830;0
3860;7794640172489;HINDS X 125                                      ;CARNICERIA                             ;21;1560;0
3861;7798035494002;REPASADOR fifra estampado                        ;CARNICERIA                             ;21;800;0
3862;7793762006115;TARRO RESIDUOS                                   ;CARNICERIA                             ;21;99.5;0
3863;7790150830918;chocolino x 800                                  ;CARNICERIA                             ;21;6350;0
3864;7793360111631;sazon BOLSA HORNO L CAMP.                        ;CARNICERIA                             ;21;115;0
3865;7790742111029;YOGURISIMO SEREMIX SACH X 1L                     ;CARNICERIA                             ;21;110;0
3866;3866;QUESO CREMON LIGHT FRACC                         ;CARNICERIA                             ;21;4079;0
3867;7790220000272;HARINA GRAC REAL 0000                            ;CARNICERIA                             ;10.5;158;0
3868;7793913001730;queso POTE  tregar untab jm                      ;CARNICERIA                             ;21;255;0
3869;7793913000986;QUESO BLANCO TREGAR X 300                        ;CARNICERIA                             ;21;390;0
3870;7793913000337;CREMA CHANTILLY aerosol                          ;CARNICERIA                             ;21;1020;0
3871;7794710008045;LECHE POLVO veronica x 800 desc                  ;CARNICERIA                             ;21;440;0
3872;8410131029672;ATUN CUBOS                                       ;CARNICERIA                             ;21;68.5;0
3873;7794000960183;MAYO HELLMANS X 500 FCO LIGHT                    ;CARNICERIA                             ;21;59.9;0
3874;7793344009206;ROLI MEGA X 200 P—                               ;CARNICERIA                             ;21;2400;0
3875;7790040124905;saladix x 67 GCROSS                              ;CARNICERIA                             ;21;110;0
3876;7790580136246;PIMENTON la camp                                 ;CARNICERIA                             ;21;390;0
3877;7793913013009;LECHE DESLACT TREGAR                             ;CARNICERIA                             ;21;1830;0
3878;7797658000119;paS                                              ;CARNICERIA                             ;21;25;0
3879;7798145600324;ACEITUNAS rell RIOJ X 360                        ;CARNICERIA                             ;21;80.5;0
3880;7798145601154;AJIES X360 RIOJ fco                              ;CARNICERIA                             ;21;499;0
3881;7798145600911;CEBOLLITAS RIOJ X360                             ;CARNICERIA                             ;21;279;0
3882;7798092965866;ensaladera cristal                               ;CARNICERIA                             ;21;220;0
3883;7792281750202;CUCHARON CAROL COLOR                             ;CARNICERIA                             ;21;635;0
3884;3884;x                                                ;CARNICERIA                             ;21;53.5;0
3885;7794297020447;collador plast x 2u                              ;CARNICERIA                             ;21;58;0
3886;7798092964128;rejilla make SUPER                               ;CARNICERIA                             ;21;75;0
3887;7798136920103;repasador TOALLA                                 ;CARNICERIA                             ;21;4000;0
3888;7702027436802;TOALL.NOSOTRAS X 8 DP                            ;CARNICERIA                             ;21;1300;0
3889;7790770003976;PROT. NOSOTRAS X 15 LG                           ;CARNICERIA                             ;21;1200;0
3890;7791151000607;ESPONJA FIBRA                                    ;CARNICERIA                             ;21;110;0
3891;77942432;ROCKLET X 200                                    ;CARNICERIA                             ;21;500;0
3892;3892;camisetas x 100 u                                ;CARNICERIA                             ;21;50;0
3893;3893;x                                                ;CARNICERIA                             ;21;122;0
3894;3894;tomate CHERRY                                    ;CARNICERIA                             ;21;3900;0
3895;7793890001907;PASCUALINA FARGO                                 ;CARNICERIA                             ;21;65;0
3896;7790250054276;paÒuelos box x 100                               ;CARNICERIA                             ;21;290;0
3897;7792390620144;GIACOMO X 250 VD                                 ;CARNICERIA                             ;21;77;0
3898;7793733000036;mta avena y pasa x 180                           ;CARNICERIA                             ;21;13.5;0
3899;7793733001750;mino cookies x 150                               ;CARNICERIA                             ;21;10.5;0
3900;7792410523165;fernet BUHERO X 700                              ;CARNICERIA                             ;21;9550;0
3901;6791147601659;ACEITUNAS DP X 260G del rioj                     ;CARNICERIA                             ;21;400;0
3902;7798327190100;pickles GALLARDO X 360                           ;CARNICERIA                             ;21;620;0
3903;7790520016348;LYSOFORM PISOS X 900                             ;CARNICERIA                             ;21;32.5;0
3904;7790940515032;DISCOS DONCELLA X 80U                            ;CARNICERIA                             ;21;550;0
3905;650240024689;TIO NACHO                                        ;CARNICERIA                             ;21;221;0
3906;7506309864082;AMPOLLAS PANTENE X 3                             ;CARNICERIA                             ;21;150;0
3907;7790520010254;LYSOFORM canasta in                              ;CARNICERIA                             ;21;79.9;0
3908;7806810073615;ESPONJA FIBRA TASK                               ;CARNICERIA                             ;21;17;0
3909;7798179890029;PIMIENTA MED X25G                                ;CARNICERIA                             ;21;260;0
3910;7791351002067;hongos secos SHITAKE                             ;CARNICERIA                             ;21;210;0
3911;7798113151810;mta QUAKER RELL X 110G                           ;CARNICERIA                             ;21;19.5;0
3912;7798048730340;PEPAS NONNAS X 320                               ;CARNICERIA                             ;21;1600;0
3913;7798092961400;SACACORCHO MAKE                                  ;CARNICERIA                             ;21;650;0
3914;7798005430436;ABRELATAS 3 EN 1 U—A DE CHEF                     ;CARNICERIA                             ;21;2740;0
3915;7798101550236;GELTEK SOBRE X 15ML                              ;CARNICERIA                             ;21;16;0
3916;7794728013727;CERA DEPIMIEL CORPORAL X 120                     ;CARNICERIA                             ;21;580;0
3917;7798092961318;PELAPAPAS MAKE                                   ;CARNICERIA                             ;21;865;0
3918;3918;BOMBON CERICET                                   ;CARNICERIA                             ;21;0;0
3919;7793253001186;trenet oxi dp x 400                              ;CARNICERIA                             ;21;2125;0
3920;77990327;cono CACHAFAZ                                    ;CARNICERIA                             ;21;1460;0
3921;7793395000030;YERBA MAS SABOR X 500                            ;CARNICERIA                             ;21;2030;0
3922;7798180830144;balanceado 4HUELLAS X 15                         ;CARNICERIA                             ;21;19700;0
3923;7791290010079;SKIP LIQ X 3LTS                                  ;CARNICERIA                             ;21;10830;0
3924;3924;sprite x 237 vid                                 ;CARNICERIA                             ;21;8.5;0
3925;7791600276133;PERFUME PAULA                                    ;CARNICERIA                             ;21;20000;0
3926;7790040677005;tortita arcor chox x125                          ;CARNICERIA                             ;21;149;0
3927;7791254070170;GRANAS DE COLOR                                  ;CARNICERIA                             ;21;10.5;0
3928;7798088561034;BALANCEADO X22K                                  ;CARNICERIA                             ;21;310;0
3929;7798059384273;ESPONJA dea GIGANTE PL X 30G                     ;CARNICERIA                             ;21;1100;0
3930;7798059384266;ESPONJA GIGANTE DEA DOR X 30G                    ;CARNICERIA                             ;21;2200;0
3931;7798059384358;ESPONJA dea x 4                                  ;CARNICERIA                             ;21;1130;0
3932;7798059384518;ESPONJA DEA FIB VD                               ;CARNICERIA                             ;21;470;0
3933;7798059384624;ESPONJA BA—O DEA                                 ;CARNICERIA                             ;21;350;0
3934;7798024629231;GALAPAGOS CARITE                                 ;CARNICERIA                             ;21;21;0
3935;7798059384372;ESPONJA LIMPIACOPAS                              ;CARNICERIA                             ;21;400;0
3936;7798151953407;MANI  C/cascara x                                ;CARNICERIA                             ;21;3700;0
3937;7792129003224;sucaryl stevia x 50                              ;CARNICERIA                             ;21;44.5;0
3938;7798065730873;agua sierra d los padres x6.5l                   ;CARNICERIA                             ;21;730;0
3939;3939;queso provoleta                                  ;CARNICERIA                             ;21;649;0
3940;7793147001117;CORDOBA LATA                                     ;CARNICERIA                             ;21;1200;0
3941;7794000002517;MTA MAIZENA                                      ;CARNICERIA                             ;21;400;0
3942;7798048730777;mta la nona rellenas                             ;CARNICERIA                             ;21;70;0
3943;7798045280169;TOALLAS upalala x 100                            ;CARNICERIA                             ;21;130;0
3944;7797470133569;ANANA NAT marolio x 400                          ;CARNICERIA                             ;21;6700;0
3945;3945;x                                                ;CARNICERIA                             ;21;245;0
3946;7791337008540;YOGURISIMO x 85g                                 ;CARNICERIA                             ;21;290;0
3947;7790742412102;JUGO LA SERNIS c/arroz                           ;CARNICERIA                             ;21;195;0
3948;7795697001708;ISENBECK  X 1L                                   ;CARNICERIA                             ;21;610;0
3949;7795697611167;ISENBECK LATA X 473                              ;CARNICERIA                             ;21;99;0
3950;7501008603017;RON BACARDI                                      ;CARNICERIA                             ;21;223;0
3951;7791250001444;CHAMP navarro correa dc                          ;CARNICERIA                             ;21;192;0
3952;7791866000381;ketchup natura x 250                             ;CARNICERIA                             ;21;879;0
3953;7798118251065;MILANESAS SOJA rell                              ;CARNICERIA                             ;21;110;0
3954;7798069570376;PAPAS fritas x 1k                                ;CARNICERIA                             ;21;480;0
3955;3955;JAMON coc ec                                     ;CARNICERIA                             ;21;12880;0
3956;3956;PANCETA AHUMADA                                  ;CARNICERIA                             ;21;3850;0
3957;3957;PISTACHO X 100G                                  ;CARNICERIA                             ;21;3300;0
3958;7791351129924;CASTA—AS CAJU X 150                              ;CARNICERIA                             ;21;3000;0
3959;7790380023432;TODDY original                                   ;CARNICERIA                             ;21;1470;0
3960;7790040110373;jugo BC x 500                                    ;CARNICERIA                             ;21;115;0
3961;7795933203224;FRUTILLAS bahia nat x 500                        ;CARNICERIA                             ;21;720;0
3962;7806810240451;BOLSA HERMETICAS ILKO X25U                       ;CARNICERIA                             ;21;410;0
3963;7790380028109;flynn paff XXL                                   ;CARNICERIA                             ;21;25;0
3964;7794626007170;toallas bb huggies x48u                          ;CARNICERIA                             ;21;320;0
3965;7798029900601;REPELENTE clinch aer                             ;CARNICERIA                             ;21;4980;0
3966;7790040118263;AZUCAROSO X 330                                  ;CARNICERIA                             ;21;53;0
3967;3967;POTES DESC C-TAPA BISAGRA                        ;CARNICERIA                             ;21;35;0
3968;7795697615172;miller lata x 473                                ;CARNICERIA                             ;21;95;0
3969;7795697612133;WARSTEINER X473                                  ;CARNICERIA                             ;21;47.5;0
3970;7790036974057;RICORDI                                          ;CARNICERIA                             ;21;197.5;0
3971;7795991000865;TKT JABON LIQ X 3L                               ;CARNICERIA                             ;21;315;0
3972;7796679001686;EFECTO INS.AER                                   ;CARNICERIA                             ;21;41.9;0
3973;7798024450156;REJILLA SOFT 37X43                               ;CARNICERIA                             ;21;52;0
3974;7798092967099;BOMBILLA A ROSCA                                 ;CARNICERIA                             ;21;3990;0
3975;7790150532102;mix crocante ensaladas x 55g                     ;CARNICERIA                             ;21;460;0
3976;3976;AN                                               ;CARNICERIA                             ;21;245;0
3977;7798054010825;ANANA FIZZ niÒos                                 ;CARNICERIA                             ;21;83.5;0
3978;7791254000511;VAINILLA LIQ JUM X35ML                           ;CARNICERIA                             ;21;11;0
3979;7798085680127;CITRIC X 500                                     ;CARNICERIA                             ;21;55.9;0
3980;7790580524104;HELADO palito rocklet                            ;CARNICERIA                             ;21;50;0
3981;7793890002515;tapa empanadas FARGO                             ;CARNICERIA                             ;21;42;0
3982;3982;bal                                              ;CARNICERIA                             ;21;800;0
3983;7792683121242;MARIAS X 3                                       ;CARNICERIA                             ;21;1540;0
3984;3984;r                                                ;CARNICERIA                             ;21;327;0
3985;3985;x                                                ;CARNICERIA                             ;21;65;0
3986;7792798000470;GUARANA X 1.5L                                   ;CARNICERIA                             ;21;37.5;0
3987;7792023000022;FLUIDO MANCHESTER X350                           ;CARNICERIA                             ;21;4380;0
3988;7501058753441;VANISH X 120 G DP                                ;CARNICERIA                             ;21;290;0
3989;7790310006399;TWISTOS ARROZ X90G                               ;CARNICERIA                             ;21;23;0
3990;7791822676322;PLATO POSTRE                                     ;CARNICERIA                             ;21;789;0
3991;792579001559;CONTENEDOR X 5LTS RECTANG                        ;CARNICERIA                             ;21;165;0
3992;7798054010818;sidra de los niÒos                               ;CARNICERIA                             ;21;30.9;0
3993;7791620187860;MANTY X200                                       ;CARNICERIA                             ;21;1780;0
3994;7798085680141;CITRIC X 1 l                                     ;CARNICERIA                             ;21;339;0
3995;7790940801197;HISOPOS X 150 DONCELLA                           ;CARNICERIA                             ;21;122;0
3996;7798125320150;crema leche ocovi x 200                          ;CARNICERIA                             ;21;2000;0
3997;7794000960442;SAVORA DP X 500                                  ;CARNICERIA                             ;21;2120;0
3998;643303628566;PALMITO entero X 396                             ;CARNICERIA                             ;21;189;0
3999;7795522000036;TURRON MANI X 120PARM                            ;CARNICERIA                             ;21;14.5;0
4000;7798113151261;DALE X81G                                        ;CARNICERIA                             ;21;5;0
4001;7798065733454;AGUA SIERRA X600                                 ;CARNICERIA                             ;21;13;0
4002;7790742163509;FINLANDIA pote LIGHT X 300                       ;CARNICERIA                             ;21;3215;0
4003;7791337099937;YOGURISIMO light C/CEREAL L.S                    ;CARNICERIA                             ;21;2300;0
4004;7794626006456;HUGGIES GD 9                                     ;CARNICERIA                             ;21;93.5;0
4005;77942654;SEDAL SACHET                                     ;CARNICERIA                             ;21;363;0
4006;7790072001038;CELUSAL SALERO X500 FINO                         ;CARNICERIA                             ;21;92.5;0
4007;7798107990227;FITO PLUS X 500 ARAND                            ;CARNICERIA                             ;21;26;0
4008;7798083310071;PALMERITA LA BELLVILL                            ;CARNICERIA                             ;21;2099.9;0
4009;7622201806446;OREO X 3 354GR                                   ;CARNICERIA                             ;21;4240;0
4010;4010;C                                                ;CARNICERIA                             ;21;16;0
4011;7790036007113;BODEGA PRIV. CLASIC                              ;CARNICERIA                             ;21;133;0
4012;4012;CO                                               ;CARNICERIA                             ;21;690;0
4013;7794520421553;KRACHITOS BASTON X 55G                           ;CARNICERIA                             ;21;18;0
4014;7794520443654;KRACHITOS PAY X65                                ;CARNICERIA                             ;21;18;0
4015;7794520421140;KRACHITOS X 30G                                  ;CARNICERIA                             ;21;8.5;0
4016;7794520000796;KRACHITOS CHEDAR X65                             ;CARNICERIA                             ;21;22.5;0
4017;77961471;ROCKLETON                                        ;CARNICERIA                             ;21;100;0
4018;4018;"FLIC;S CHICLE TABLETA                            ";CARNICERIA                             ;21;200;0
4019;4019;ANANA PLANTA                                     ;CARNICERIA                             ;10.5;5000;0
4020;7790060054954;YERBA chamigo x 1k                               ;CARNICERIA                             ;21;3600;0
4021;7797799000160;TURRON CROCANTE X 110G FROTS                     ;CARNICERIA                             ;21;13.9;0
4022;7790681000187;TORTA DE ARROZ X50G                              ;CARNICERIA                             ;21;13;0
4023;4023;x                                                ;CARNICERIA                             ;21;23.9;0
4024;4024;TURRON FRITZ X 130                               ;CARNICERIA                             ;21;20;0
4025;7798048281798;TURRON c-FRUTA X 120                             ;CARNICERIA                             ;21;329;0
4026;7792860008748;LHERITIER X 75G                                  ;CARNICERIA                             ;21;15.5;0
4027;7798177190121;papel ALUMINIO X 1k                              ;CARNICERIA                             ;21;12700;0
4028;7798055930047;PH X 4 PERFM                                     ;CARNICERIA                             ;21;15;0
4029;7798068640056;TERMO BALA C-ESTUCHE                             ;CARNICERIA                             ;21;28000;0
4030;7798088560754;VORAZ GATO X 400                                 ;CARNICERIA                             ;21;18;0
4031;7798088561911;VORAZ PERRO X 2.7                                ;CARNICERIA                             ;21;59;0
4032;7792150000391;CRIVEA SEC X175                                  ;CARNICERIA                             ;21;185;0
4033;7798143244032;CEPILLO lava camion                              ;CARNICERIA                             ;21;140;0
4034;7792180006448;PASEO X300                                       ;CARNICERIA                             ;21;28;0
4035;7790580394004;helado palito agua                               ;CARNICERIA                             ;21;400;0
4036;7791813555049;pepsi x 1.5l                                     ;CARNICERIA                             ;21;2400;0
4037;7795991002258;TKT SUAV baby X 5 LTS                            ;CARNICERIA                             ;21;445;0
4038;7792143101548;BA—O DE LUZ IYOSEY                               ;CARNICERIA                             ;21;200;0
4039;7770004646100;DELTA ISECT  X 1L                                ;CARNICERIA                             ;21;820;0
4040;7798241799076;PALA C/GOMA                                      ;CARNICERIA                             ;21;460;0
4041;7798143243103;ESCOBA PLASTIC MAPUCHE                           ;CARNICERIA                             ;21;215;0
4042;4042;XX                                               ;CARNICERIA                             ;21;1960;0
4043;7613035161603;DOLCA DP X 125g LATTE                            ;CARNICERIA                             ;21;3420.9;0
4044;7798065730033;agua sierra de los padres x 2l                   ;CARNICERIA                             ;21;41.5;0
4045;7793253001698;POETT CANASTA                                    ;CARNICERIA                             ;21;36.5;0
4046;7793253001704;POETT REPUESTO CANASTA                           ;CARNICERIA                             ;21;29;0
4047;7790380003809;turron georg x25 gr                              ;CARNICERIA                             ;21;40;0
4048;7622300832629;CLUB SOCIAL x 6 un                               ;CARNICERIA                             ;21;2350;0
4049;7891024139165;odolito x50g                                     ;CARNICERIA                             ;21;1460;0
4050;7509552909616;ELVIVE CREMA P/peinar KERA-LISO                  ;CARNICERIA                             ;21;1540;0
4051;7791351129764;mix frutas secas x 150                           ;CARNICERIA                             ;21;200;0
4052;7798059384709;esponja cuadr grande                             ;CARNICERIA                             ;21;99;0
4053;7793350000730;lavazap SPORT X 350                              ;CARNICERIA                             ;21;265;0
4054;7790310001028;TWISTOS X 180                                    ;CARNICERIA                             ;21;45.1;0
4055;4055;C                                                ;CARNICERIA                             ;21;30;0
4056;7790580108342;HELADO  palito arcor                             ;CARNICERIA                             ;21;1090;0
4057;7790040174801;MACUCAS x118                                     ;CARNICERIA                             ;21;800;0
4058;7791813423386;PASO D LOS TOROS X 2.25                          ;CARNICERIA                             ;21;2200;0
4059;7793184000760;CONITOS X 1k                                     ;CARNICERIA                             ;21;400;0
4060;7793284000561;PAn super pancho                                 ;CARNICERIA                             ;21;80;0
4061;4061;x                                                ;CARNICERIA                             ;21;34.7;0
4062;7791290014039;deter cif x 750                                  ;CARNICERIA                             ;21;3400;0
4063;8718291181682;foco PHILIPS x 28w                               ;CARNICERIA                             ;21;115;0
4064;7790070228611;ACETO COCINERO X 500                             ;CARNICERIA                             ;21;450;0
4065;7791200000626;CYNAR                                            ;CARNICERIA                             ;21;3450;0
4066;99;BRAHAMA lata                                     ;CARNICERIA                             ;21;1669.95;0
4067;000;excento                                          ;CARNICERIA                             ;21;0;0
4068;7795697001692;ISENBECK x 355 bot                               ;CARNICERIA                             ;21;39.5;0
4069;7790080031874;dulce leche sancor x250                          ;CARNICERIA                             ;21;1150;0
4070;7791351128217;pipas x18g                                       ;CARNICERIA                             ;21;35;0
4071;7790070936493;ARLISTAN X 100 FCO                               ;CARNICERIA                             ;21;2880;0
4072;7795587003225;tenedor copetin x6                               ;CARNICERIA                             ;21;380;0
4073;42217;CIERRA BOLSAS                                    ;CARNICERIA                             ;21;7;0
4074;4074;TAPAS CERVEZA                                    ;CARNICERIA                             ;21;7.5;0
4075;4075;SACA HOJA PILETA                                 ;CARNICERIA                             ;21;10500;0
4076;7792900009001;OREGANO DOS ANCL X 25                            ;CARNICERIA                             ;21;290;0
4077;7790580142131;HELADO gelato x 520                              ;CARNICERIA                             ;21;5440;0
4078;4078;pan milonguita                                   ;CARNICERIA                             ;21;2500;0
4079;7796989010293;PAN ARABE bimbo x 5                              ;CARNICERIA                             ;21;61;0
4080;4080;PIMIENTO verde                                   ;CARNICERIA                             ;10.5;4500;0
4081;C;C                                                ;CARNICERIA                             ;21;61;0
4082;7798060850095;CREMA leche TONAD x 200                          ;CARNICERIA                             ;21;1950;0
4083;7791122000483;oregano velez                                    ;CARNICERIA                             ;21;315;0
4084;7791254000177;provenzal jumala                                 ;CARNICERIA                             ;21;320;0
4085;7791250001864;vodka SMIRNOFF CITRUS                            ;CARNICERIA                             ;21;8599;0
4086;7790310984000;LAYS X 77                                        ;CARNICERIA                             ;21;2480;0
4087;7790310984321;rueditas x 120                                   ;CARNICERIA                             ;21;2480;0
4088;4088;C                                                ;CARNICERIA                             ;21;33;0
4089;7798065730651;agua sab sierra de los padres x1.5 nj            ;CARNICERIA                             ;21;44.5;0
4090;7790580111472;helado cucurucho ARCOR                           ;CARNICERIA                             ;21;135;0
4091;7790580388805;HELADO PALITO POPS                               ;CARNICERIA                             ;21;380;0
4092;7790927811164;REJILLA MED NJ 40x45                             ;CARNICERIA                             ;21;900;0
4093;7790580104313;TOPLINE                                          ;CARNICERIA                             ;21;730;0
4094;076625212029;TOSTADAS ARROZ RISKY                             ;CARNICERIA                             ;21;200;0
4095;4095;"OFERTA ""3""                                       ";CARNICERIA                             ;10.5;999;0
4096;7796679000269;efecto insect                                    ;CARNICERIA                             ;21;39.5;0
4097;7795991000889;TKT SUAVIZ X 3L DP                               ;CARNICERIA                             ;21;360;0
4098;7791290009462;DRIVE LIQ X 3l                                   ;CARNICERIA                             ;21;7039;0
4099;7794870000040;aceite alsamar x 5lts                            ;CARNICERIA                             ;21;14200;0
4100;7790670045663;salchicha gastronomica x 18                      ;CARNICERIA                             ;21;570;0
4101;7791708611799;TORTA MATERA VENEZ                               ;CARNICERIA                             ;21;44;0
4102;7798073173631;SABROSITO PESCADO X 1K                           ;CARNICERIA                             ;21;3250;0
4103;7798073170012;SABROSITOS perro X 3K                            ;CARNICERIA                             ;21;1600;0
4104;7798073173785;SABROSITO PERRO X 1.5K                           ;CARNICERIA                             ;21;3150;0
4105;4105;BALANCEADO dogpro senior X15K                    ;CARNICERIA                             ;21;24100;0
4106;7798039850255;YERBA ANDRESITO X 2K                             ;CARNICERIA                             ;21;558;0
4107;7790040129764;ALFAJOR BON O BON X 6                            ;CARNICERIA                             ;21;4065;0
4108;7790310984499;cheetos x95                                      ;CARNICERIA                             ;21;2480;0
4109;7793253002367;AYUDIN ROPA GEL X 700                            ;CARNICERIA                             ;21;57.5;0
4110;7798115940313;FIDEO SOP                                        ;CARNICERIA                             ;21;930;0
4111;4111;x                                                ;CARNICERIA                             ;21;20.9;0
4112;7793450000524;MTA HOJALDRE X 150 G                             ;CARNICERIA                             ;21;920;0
4113;7791568000467;MEDIA LUNAS PTE X200                             ;CARNICERIA                             ;21;30.5;0
4114;7791122000278;PIMIENTA BCA MOLIDA x25                          ;CARNICERIA                             ;21;1400;0
4115;7795513044704;MARCADOR COLOR X10                               ;CARNICERIA                             ;21;125;0
4116;7798115120258;FACTURAS CONG X 18                               ;CARNICERIA                             ;21;300;0
4117;7794450000149;NICASIA catena zapata                            ;CARNICERIA                             ;21;750;0
4118;7798113301246;MANAOS X3L                                       ;CARNICERIA                             ;21;1660;0
4119;7794440003303;ESPONJA VIRULANA CUADR                           ;CARNICERIA                             ;21;350;0
4120;7794440002610;ESPONJA VIRULANA METALIC X2                      ;CARNICERIA                             ;21;2070;0
4121;4052899939233;FOCO LED OSRAM 13W                               ;CARNICERIA                             ;21;390;0
4122;7791600076245;DESOD CARO CUORE                                 ;CARNICERIA                             ;21;3269;0
4123;7898279790240;MALVABISCOS  X 200                               ;CARNICERIA                             ;21;300;0
4124;7622210662347;MINIcerealitas x42g                              ;CARNICERIA                             ;21;11;0
4125;7790314005305;toro viejo x 1.125                               ;CARNICERIA                             ;21;355;0
4126;7790079000515;JAMON CRUDO rg                                   ;CARNICERIA                             ;21;18000;0
